"date","currency","rate"
2007-08-11,"LTL",2.5295
2007-08-11,"LVL",0.5115
2007-08-11,"MTL",0.31451
2007-08-11,"NOK",5.8597
2007-08-11,"NZD",1.3482
2007-08-11,"PLN",2.7683
2007-08-11,"SEK",6.8076
2007-08-11,"SGD",1.5237
2007-08-11,"SKK",24.564
2007-08-11,"ZAR",7.2248
2007-08-11,"EUR",0.7326
2007-08-11,"TRY",1.3048
2007-08-11,"CNY",7.5736
2007-08-11,"HRK",5.3522
2007-08-11,"IDR",9347.3
2007-08-11,"MYR",3.477
2007-08-11,"PHP",45.65
2007-08-11,"RUB",25.519
2007-08-11,"THB",31.362
2007-08-11,"RON",2.3541
2007-08-12,"USD",1
2007-08-12,"AUD",1.1882
2007-08-12,"BGN",1.4328
2007-08-12,"CAD",1.0549
2007-08-12,"CHF",1.1952
2007-08-12,"CYP",0.42799
2007-08-12,"CZK",20.545
2007-08-12,"DKK",5.4527
2007-08-12,"EEK",11.463
2007-08-12,"GBP",0.49586
2007-08-12,"HKD",7.819
2007-08-12,"HUF",185.46
2007-08-12,"ISK",66.366
2007-08-12,"JPY",117.49
2007-08-12,"KRW",931.87
2007-08-12,"LTL",2.5295
2007-08-12,"LVL",0.5115
2007-08-12,"MTL",0.31451
2007-08-12,"NOK",5.8597
2007-08-12,"NZD",1.3482
2007-08-12,"PLN",2.7683
2007-08-12,"SEK",6.8076
2007-08-12,"SGD",1.5237
2007-08-12,"SKK",24.564
2007-08-12,"ZAR",7.2248
2007-08-12,"EUR",0.7326
2007-08-12,"TRY",1.3048
2007-08-12,"CNY",7.5736
2007-08-12,"HRK",5.3522
2007-08-12,"IDR",9347.3
2007-08-12,"MYR",3.477
2007-08-12,"PHP",45.65
2007-08-12,"RUB",25.519
2007-08-12,"THB",31.362
2007-08-12,"RON",2.3541
2007-08-13,"USD",1
2007-08-13,"AUD",1.1855
2007-08-13,"BGN",1.4327
2007-08-13,"CAD",1.0528
2007-08-13,"CHF",1.2009
2007-08-13,"CYP",0.42795
2007-08-13,"CZK",20.545
2007-08-13,"DKK",5.4521
2007-08-13,"EEK",11.462
2007-08-13,"GBP",0.49648
2007-08-13,"HKD",7.8229
2007-08-13,"HUF",184.62
2007-08-13,"ISK",65.563
2007-08-13,"JPY",118.28
2007-08-13,"KRW",929.68
2007-08-13,"LTL",2.5293
2007-08-13,"LVL",0.51374
2007-08-13,"MTL",0.31448
2007-08-13,"NOK",5.849
2007-08-13,"NZD",1.3524
2007-08-13,"PLN",2.7657
2007-08-13,"SEK",6.8232
2007-08-13,"SGD",1.5202
2007-08-13,"SKK",24.479
2007-08-13,"ZAR",7.1695
2007-08-13,"EUR",0.73255
2007-08-13,"TRY",1.2889
2007-08-13,"CNY",7.5819
2007-08-13,"HRK",5.3518
2007-08-13,"IDR",9342.2
2007-08-13,"MYR",3.475
2007-08-13,"PHP",45.6
2007-08-13,"RUB",25.499
2007-08-13,"THB",31.434
2007-08-13,"RON",2.343
2007-08-14,"USD",1
2007-08-14,"AUD",1.1908
2007-08-14,"BGN",1.439
2007-08-14,"CAD",1.056
2007-08-14,"CHF",1.2082
2007-08-14,"CYP",0.42984
2007-08-14,"CZK",20.586
2007-08-14,"DKK",5.4758
2007-08-14,"EEK",11.513
2007-08-14,"GBP",0.49945
2007-08-14,"HKD",7.8221
2007-08-14,"HUF",187.19
2007-08-14,"ISK",65.713
2007-08-14,"JPY",118.27
2007-08-14,"KRW",932.38
2007-08-14,"LTL",2.5405
2007-08-14,"LVL",0.51438
2007-08-14,"MTL",0.31587
2007-08-14,"NOK",5.8679
2007-08-14,"NZD",1.3664
2007-08-14,"PLN",2.7884
2007-08-14,"SEK",6.8538
2007-08-14,"SGD",1.5211
2007-08-14,"SKK",24.65
2007-08-14,"ZAR",7.2419
2007-08-14,"EUR",0.73578
2007-08-14,"TRY",1.3062
2007-08-14,"CNY",7.5756
2007-08-14,"HRK",5.3762
2007-08-14,"IDR",9354.7
2007-08-14,"MYR",3.4785
2007-08-14,"PHP",45.8
2007-08-14,"RUB",25.547
2007-08-14,"THB",31.697
2007-08-14,"RON",2.356
2007-08-15,"USD",1
2007-08-15,"AUD",1.2156
2007-08-15,"BGN",1.4513
2007-08-15,"CAD",1.0766
2007-08-15,"CHF",1.2157
2007-08-15,"CYP",0.43351
2007-08-15,"CZK",20.729
2007-08-15,"DKK",5.5222
2007-08-15,"EEK",11.611
2007-08-15,"GBP",0.50275
2007-08-15,"HKD",7.8176
2007-08-15,"HUF",192.13
2007-08-15,"ISK",67.32
2007-08-15,"JPY",116.79
2007-08-15,"KRW",932.47
2007-08-15,"LTL",2.5622
2007-08-15,"LVL",0.51759
2007-08-15,"MTL",0.31857
2007-08-15,"NOK",5.9298
2007-08-15,"NZD",1.3995
2007-08-15,"PLN",2.8422
2007-08-15,"SEK",6.9481
2007-08-15,"SGD",1.5326
2007-08-15,"SKK",24.983
2007-08-15,"ZAR",7.4236
2007-08-15,"EUR",0.74206
2007-08-15,"TRY",1.342
2007-08-15,"CNY",7.5861
2007-08-15,"HRK",5.4216
2007-08-15,"IDR",9425.6
2007-08-15,"MYR",3.4879
2007-08-15,"PHP",46.2
2007-08-15,"RUB",25.675
2007-08-15,"THB",32.449
2007-08-15,"RON",2.398
2007-08-16,"USD",1
2007-08-16,"AUD",1.2736
2007-08-16,"BGN",1.459
2007-08-16,"CAD",1.0794
2007-08-16,"CHF",1.2161
2007-08-16,"CYP",0.43581
2007-08-16,"CZK",20.522
2007-08-16,"DKK",5.5516
2007-08-16,"EEK",11.673
2007-08-16,"GBP",0.50399
2007-08-16,"HKD",7.8172
2007-08-16,"HUF",194.11
2007-08-16,"ISK",69.34
2007-08-16,"JPY",114.28
2007-08-16,"KRW",946.36
2007-08-16,"LTL",2.5758
2007-08-16,"LVL",0.51981
2007-08-16,"MTL",0.32025
2007-08-16,"NOK",5.994
2007-08-16,"NZD",1.4763
2007-08-16,"PLN",2.8631
2007-08-16,"SEK",7.022
2007-08-16,"SGD",1.5426
2007-08-16,"SKK",25.214
2007-08-16,"ZAR",7.4733
2007-08-16,"EUR",0.74599
2007-08-16,"TRY",1.3991
2007-08-16,"CNY",7.6039
2007-08-16,"HRK",5.4504
2007-08-16,"IDR",9474.8
2007-08-16,"MYR",3.5055
2007-08-16,"PHP",46.4
2007-08-16,"RUB",25.811
2007-08-16,"THB",32.95
2007-08-16,"RON",2.4301
2007-08-17,"USD",1
2007-08-17,"AUD",1.2794
2007-08-17,"BGN",1.4537
2007-08-17,"CAD",1.0715
2007-08-17,"CHF",1.2074
2007-08-17,"CYP",0.43422
2007-08-17,"CZK",20.561
2007-08-17,"DKK",5.5306
2007-08-17,"EEK",11.63
2007-08-17,"GBP",0.50483
2007-08-17,"HKD",7.8103
2007-08-17,"HUF",193.4
2007-08-17,"ISK",69.028
2007-08-17,"JPY",113.53
2007-08-17,"KRW",950.42
2007-08-17,"LTL",2.5664
2007-08-17,"LVL",0.51843
2007-08-17,"MTL",0.31909
2007-08-17,"NOK",5.9741
2007-08-17,"NZD",1.4663
2007-08-17,"PLN",2.8495
2007-08-17,"SEK",6.9563
2007-08-17,"SGD",1.5356
2007-08-17,"SKK",25.078
2007-08-17,"ZAR",7.4476
2007-08-17,"EUR",0.74327
2007-08-17,"TRY",1.3852
2007-08-17,"CNY",7.5948
2007-08-17,"HRK",5.4504
2007-08-17,"IDR",9475.2
2007-08-17,"MYR",3.5155
2007-08-17,"PHP",46.855
2007-08-17,"RUB",25.847
2007-08-17,"THB",33.375
2007-08-17,"RON",2.4356
2007-08-18,"USD",1
2007-08-18,"AUD",1.2794
2007-08-18,"BGN",1.4537
2007-08-18,"CAD",1.0715
2007-08-18,"CHF",1.2074
2007-08-18,"CYP",0.43422
2007-08-18,"CZK",20.561
2007-08-18,"DKK",5.5306
2007-08-18,"EEK",11.63
2007-08-18,"GBP",0.50483
2007-08-18,"HKD",7.8103
2007-08-18,"HUF",193.4
2007-08-18,"ISK",69.028
2007-08-18,"JPY",113.53
2007-08-18,"KRW",950.42
2007-08-18,"LTL",2.5664
2007-08-18,"LVL",0.51843
2007-08-18,"MTL",0.31909
2007-08-18,"NOK",5.9741
2007-08-18,"NZD",1.4663
2007-08-18,"PLN",2.8495
2007-08-18,"SEK",6.9563
2007-08-18,"SGD",1.5356
2007-08-18,"SKK",25.078
2007-08-18,"ZAR",7.4476
2007-08-18,"EUR",0.74327
2007-08-18,"TRY",1.3852
2007-08-18,"CNY",7.5948
2007-08-18,"HRK",5.4504
2007-08-18,"IDR",9475.2
2007-08-18,"MYR",3.5155
2007-08-18,"PHP",46.855
2007-08-18,"RUB",25.847
2007-08-18,"THB",33.375
2007-08-18,"RON",2.4356
2007-08-19,"USD",1
2007-08-19,"AUD",1.2794
2007-08-19,"BGN",1.4537
2007-08-19,"CAD",1.0715
2007-08-19,"CHF",1.2074
2007-08-19,"CYP",0.43422
2007-08-19,"CZK",20.561
2007-08-19,"DKK",5.5306
2007-08-19,"EEK",11.63
2007-08-19,"GBP",0.50483
2007-08-19,"HKD",7.8103
2007-08-19,"HUF",193.4
2007-08-19,"ISK",69.028
2007-08-19,"JPY",113.53
2007-08-19,"KRW",950.42
2007-08-19,"LTL",2.5664
2007-08-19,"LVL",0.51843
2007-08-19,"MTL",0.31909
2007-08-19,"NOK",5.9741
2007-08-19,"NZD",1.4663
2007-08-19,"PLN",2.8495
2007-08-19,"SEK",6.9563
2007-08-19,"SGD",1.5356
2007-08-19,"SKK",25.078
2007-08-19,"ZAR",7.4476
2007-08-19,"EUR",0.74327
2007-08-19,"TRY",1.3852
2007-08-19,"CNY",7.5948
2007-08-19,"HRK",5.4504
2007-08-19,"IDR",9475.2
2007-08-19,"MYR",3.5155
2007-08-19,"PHP",46.855
2007-08-19,"RUB",25.847
2007-08-19,"THB",33.375
2007-08-19,"RON",2.4356
2007-08-20,"USD",1
2007-08-20,"AUD",1.246
2007-08-20,"BGN",1.4513
2007-08-20,"CAD",1.061
2007-08-20,"CHF",1.2084
2007-08-20,"CYP",0.43351
2007-08-20,"CZK",20.554
2007-08-20,"DKK",5.5218
2007-08-20,"EEK",11.611
2007-08-20,"GBP",0.50378
2007-08-20,"HKD",7.8161
2007-08-20,"HUF",192.33
2007-08-20,"ISK",67.654
2007-08-20,"JPY",115.12
2007-08-20,"KRW",942.94
2007-08-20,"LTL",2.5622
2007-08-20,"LVL",0.51774
2007-08-20,"MTL",0.31857
2007-08-20,"NOK",5.9298
2007-08-20,"NZD",1.4348
2007-08-20,"PLN",2.8478
2007-08-20,"SEK",6.9231
2007-08-20,"SGD",1.5277
2007-08-20,"SKK",24.976
2007-08-20,"ZAR",7.3622
2007-08-20,"EUR",0.74206
2007-08-20,"TRY",1.3494
2007-08-20,"CNY",7.5868
2007-08-20,"HRK",5.4357
2007-08-20,"IDR",9390
2007-08-20,"MYR",3.4885
2007-08-20,"PHP",46.75
2007-08-20,"RUB",25.791
2007-08-20,"THB",32.814
2007-08-20,"RON",2.4182
2007-08-21,"USD",1
2007-08-21,"AUD",1.2452
2007-08-21,"BGN",1.4479
2007-08-21,"CAD",1.0584
2007-08-21,"CHF",1.2028
2007-08-21,"CYP",0.43248
2007-08-21,"CZK",20.483
2007-08-21,"DKK",5.5091
2007-08-21,"EEK",11.584
2007-08-21,"GBP",0.50418
2007-08-21,"HKD",7.8117
2007-08-21,"HUF",192.77
2007-08-21,"ISK",66.834
2007-08-21,"JPY",114.73
2007-08-21,"KRW",943.59
2007-08-21,"LTL",2.5561
2007-08-21,"LVL",0.51562
2007-08-21,"MTL",0.31781
2007-08-21,"NOK",5.9213
2007-08-21,"NZD",1.4265
2007-08-21,"PLN",2.8468
2007-08-21,"SEK",6.9326
2007-08-21,"SGD",1.5261
2007-08-21,"SKK",25.007
2007-08-21,"ZAR",7.3828
2007-08-21,"EUR",0.7403
2007-08-21,"TRY",1.3599
2007-08-21,"CNY",7.5903
2007-08-21,"HRK",5.4258
2007-08-21,"IDR",9440.3
2007-08-21,"MYR",3.4975
2007-08-21,"PHP",46.8
2007-08-21,"RUB",25.853
2007-08-21,"THB",32.858
2007-08-21,"RON",2.4228
2007-08-22,"USD",1
2007-08-22,"AUD",1.2415
2007-08-22,"BGN",1.4495
2007-08-22,"CAD",1.0597
2007-08-22,"CHF",1.2085
2007-08-22,"CYP",0.43297
2007-08-22,"CZK",20.565
2007-08-22,"DKK",5.5151
2007-08-22,"EEK",11.596
2007-08-22,"GBP",0.50296
2007-08-22,"HKD",7.807
2007-08-22,"HUF",191.84
2007-08-22,"ISK",65.449
2007-08-22,"JPY",115.11
2007-08-22,"KRW",944.12
2007-08-22,"LTL",2.559
2007-08-22,"LVL",0.51649
2007-08-22,"MTL",0.31816
2007-08-22,"NOK",5.9231
2007-08-22,"NZD",1.429
2007-08-22,"PLN",2.8415
2007-08-22,"SEK",6.9556
2007-08-22,"SGD",1.5275
2007-08-22,"SKK",25.021
2007-08-22,"ZAR",7.3017
2007-08-22,"EUR",0.74113
2007-08-22,"TRY",1.3431
2007-08-22,"CNY",7.6002
2007-08-22,"HRK",5.4306
2007-08-22,"IDR",9395.2
2007-08-22,"MYR",3.4825
2007-08-22,"PHP",46.42
2007-08-22,"RUB",25.816
2007-08-22,"THB",32.541
2007-08-22,"RON",2.4201
2007-08-23,"USD",1
2007-08-23,"AUD",1.2195
2007-08-23,"BGN",1.4408
2007-08-23,"CAD",1.0498
2007-08-23,"CHF",1.2072
2007-08-23,"CYP",0.43038
2007-08-23,"CZK",20.432
2007-08-23,"DKK",5.4822
2007-08-23,"EEK",11.527
2007-08-23,"GBP",0.49838
2007-08-23,"HKD",7.8135
2007-08-23,"HUF",189.5
2007-08-23,"ISK",64.373
2007-08-23,"JPY",116.59
2007-08-23,"KRW",941.65
2007-08-23,"LTL",2.5437
2007-08-23,"LVL",0.514
2007-08-23,"MTL",0.31627
2007-08-23,"NOK",5.8675
2007-08-23,"NZD",1.3934
2007-08-23,"PLN",2.8216
2007-08-23,"SEK",6.9022
2007-08-23,"SGD",1.5214
2007-08-23,"SKK",24.84
2007-08-23,"ZAR",7.2447
2007-08-23,"EUR",0.7367
2007-08-23,"TRY",1.3233
2007-08-23,"CNY",7.5873
2007-08-23,"HRK",5.3977
2007-08-23,"IDR",9353.2
2007-08-23,"MYR",3.4825
2007-08-23,"PHP",46.5
2007-08-23,"RUB",25.718
2007-08-23,"THB",32.567
2007-08-23,"RON",2.3949
2007-08-24,"USD",1
2007-08-24,"AUD",1.2178
2007-08-24,"BGN",1.4365
2007-08-24,"CAD",1.0524
2007-08-24,"CHF",1.2018
2007-08-24,"CYP",0.42909
2007-08-24,"CZK",20.34
2007-08-24,"DKK",5.466
2007-08-24,"EEK",11.492
2007-08-24,"GBP",0.4986
2007-08-24,"HKD",7.8024
2007-08-24,"HUF",189.77
2007-08-24,"ISK",64.899
2007-08-24,"JPY",115.83
2007-08-24,"KRW",941.76
2007-08-24,"LTL",2.536
2007-08-24,"LVL",0.51267
2007-08-24,"MTL",0.31531
2007-08-24,"NOK",5.8421
2007-08-24,"NZD",1.3982
2007-08-24,"PLN",2.8156
2007-08-24,"SEK",6.888
2007-08-24,"SGD",1.5239
2007-08-24,"SKK",24.781
2007-08-24,"ZAR",7.2575
2007-08-24,"EUR",0.73448
2007-08-24,"TRY",1.3306
2007-08-24,"CNY",7.5667
2007-08-24,"HRK",5.3819
2007-08-24,"IDR",9405.1
2007-08-24,"MYR",3.4875
2007-08-24,"PHP",46.71
2007-08-24,"RUB",25.754
2007-08-24,"THB",32.432
2007-08-24,"RON",2.3944
2007-08-25,"USD",1
2007-08-25,"AUD",1.2178
2007-08-25,"BGN",1.4365
2007-08-25,"CAD",1.0524
2007-08-25,"CHF",1.2018
2007-08-25,"CYP",0.42909
2007-08-25,"CZK",20.34
2007-08-25,"DKK",5.466
2007-08-25,"EEK",11.492
2007-08-25,"GBP",0.4986
2007-08-25,"HKD",7.8024
2007-08-25,"HUF",189.77
2007-08-25,"ISK",64.899
2007-08-25,"JPY",115.83
2007-08-25,"KRW",941.76
2007-08-25,"LTL",2.536
2007-08-25,"LVL",0.51267
2007-08-25,"MTL",0.31531
2007-08-25,"NOK",5.8421
2007-08-25,"NZD",1.3982
2007-08-25,"PLN",2.8156
2007-08-25,"SEK",6.888
2007-08-25,"SGD",1.5239
2007-08-25,"SKK",24.781
2007-08-25,"ZAR",7.2575
2007-08-25,"EUR",0.73448
2007-08-25,"TRY",1.3306
2007-08-25,"CNY",7.5667
2007-08-25,"HRK",5.3819
2007-08-25,"IDR",9405.1
2007-08-25,"MYR",3.4875
2007-08-25,"PHP",46.71
2007-08-25,"RUB",25.754
2007-08-25,"THB",32.432
2007-08-25,"RON",2.3944
2007-08-26,"USD",1
2007-08-26,"AUD",1.2178
2007-08-26,"BGN",1.4365
2007-08-26,"CAD",1.0524
2007-08-26,"CHF",1.2018
2007-08-26,"CYP",0.42909
2007-08-26,"CZK",20.34
2007-08-26,"DKK",5.466
2007-08-26,"EEK",11.492
2007-08-26,"GBP",0.4986
2007-08-26,"HKD",7.8024
2007-08-26,"HUF",189.77
2007-08-26,"ISK",64.899
2007-08-26,"JPY",115.83
2007-08-26,"KRW",941.76
2007-08-26,"LTL",2.536
2007-08-26,"LVL",0.51267
2007-08-26,"MTL",0.31531
2007-08-26,"NOK",5.8421
2007-08-26,"NZD",1.3982
2007-08-26,"PLN",2.8156
2007-08-26,"SEK",6.888
2007-08-26,"SGD",1.5239
2007-08-26,"SKK",24.781
2007-08-26,"ZAR",7.2575
2007-08-26,"EUR",0.73448
2007-08-26,"TRY",1.3306
2007-08-26,"CNY",7.5667
2007-08-26,"HRK",5.3819
2007-08-26,"IDR",9405.1
2007-08-26,"MYR",3.4875
2007-08-26,"PHP",46.71
2007-08-26,"RUB",25.754
2007-08-26,"THB",32.432
2007-08-26,"RON",2.3944
2007-08-27,"USD",1
2007-08-27,"AUD",1.2026
2007-08-27,"BGN",1.432
2007-08-27,"CAD",1.049
2007-08-27,"CHF",1.2034
2007-08-27,"CYP",0.42773
2007-08-27,"CZK",20.36
2007-08-27,"DKK",5.449
2007-08-27,"EEK",11.456
2007-08-27,"GBP",0.49619
2007-08-27,"HKD",7.8049
2007-08-27,"HUF",187.4
2007-08-27,"ISK",64.021
2007-08-27,"JPY",116.14
2007-08-27,"KRW",938.64
2007-08-27,"LTL",2.528
2007-08-27,"LVL",0.51186
2007-08-27,"MTL",0.31432
2007-08-27,"NOK",5.8219
2007-08-27,"NZD",1.3816
2007-08-27,"PLN",2.8017
2007-08-27,"SEK",6.8619
2007-08-27,"SGD",1.5203
2007-08-27,"SKK",24.687
2007-08-27,"ZAR",7.1834
2007-08-27,"EUR",0.73217
2007-08-27,"TRY",1.3156
2007-08-27,"CNY",7.5604
2007-08-27,"HRK",5.3635
2007-08-27,"IDR",9379.9
2007-08-27,"MYR",3.4835
2007-08-27,"PHP",46.65
2007-08-27,"RUB",25.661
2007-08-27,"THB",32.767
2007-08-27,"RON",2.3725
2007-08-28,"USD",1
2007-08-28,"AUD",1.2114
2007-08-28,"BGN",1.4314
2007-08-28,"CAD",1.0554
2007-08-28,"CHF",1.1977
2007-08-28,"CYP",0.42755
2007-08-28,"CZK",20.284
2007-08-28,"DKK",5.448
2007-08-28,"EEK",11.451
2007-08-28,"GBP",0.49685
2007-08-28,"HKD",7.8001
2007-08-28,"HUF",188.39
2007-08-28,"ISK",63.817
2007-08-28,"JPY",115.3
2007-08-28,"KRW",939.92
2007-08-28,"LTL",2.5269
2007-08-28,"LVL",0.51325
2007-08-28,"MTL",0.31418
2007-08-28,"NOK",5.8164
2007-08-28,"NZD",1.4049
2007-08-28,"PLN",2.8044
2007-08-28,"SEK",6.859
2007-08-28,"SGD",1.522
2007-08-28,"SKK",24.703
2007-08-28,"ZAR",7.2448
2007-08-28,"EUR",0.73185
2007-08-28,"TRY",1.3267
2007-08-28,"CNY",7.5564
2007-08-28,"HRK",5.3595
2007-08-28,"IDR",9394.8
2007-08-28,"MYR",3.494
2007-08-28,"PHP",46.725
2007-08-28,"RUB",25.678
2007-08-28,"THB",32.679
2007-08-28,"RON",2.3767
2007-08-29,"USD",1
2007-08-29,"AUD",1.2261
2007-08-29,"BGN",1.4348
2007-08-29,"CAD",1.0611
2007-08-29,"CHF",1.2009
2007-08-29,"CYP",0.42858
2007-08-29,"CZK",20.269
2007-08-29,"DKK",5.4628
2007-08-29,"EEK",11.479
2007-08-29,"GBP",0.49681
2007-08-29,"HKD",7.8006
2007-08-29,"HUF",188.96
2007-08-29,"ISK",64.207
2007-08-29,"JPY",114.8
2007-08-29,"KRW",941.97
2007-08-29,"LTL",2.533
2007-08-29,"LVL",0.51236
2007-08-29,"MTL",0.31494
2007-08-29,"NOK",5.8371
2007-08-29,"NZD",1.4325
2007-08-29,"PLN",2.814
2007-08-29,"SEK",6.8951
2007-08-29,"SGD",1.524
2007-08-29,"SKK",24.821
2007-08-29,"ZAR",7.2618
2007-08-29,"EUR",0.73362
2007-08-29,"TRY",1.3286
2007-08-29,"CNY",7.549
2007-08-29,"HRK",5.371
2007-08-29,"IDR",9415.3
2007-08-29,"MYR",3.503
2007-08-29,"PHP",46.8
2007-08-29,"RUB",25.701
2007-08-29,"THB",32.715
2007-08-29,"RON",2.3879
2007-08-30,"USD",1
2007-08-30,"AUD",1.2253
2007-08-30,"BGN",1.437
2007-08-30,"CAD",1.062
2007-08-30,"CHF",1.2051
2007-08-30,"CYP",0.42924
2007-08-30,"CZK",20.275
2007-08-30,"DKK",5.4719
2007-08-30,"EEK",11.497
2007-08-30,"GBP",0.49816
2007-08-30,"HKD",7.7987
2007-08-30,"HUF",187.69
2007-08-30,"ISK",63.711
2007-08-30,"JPY",115.6
2007-08-30,"KRW",940.48
2007-08-30,"LTL",2.537
2007-08-30,"LVL",0.51242
2007-08-30,"MTL",0.31543
2007-08-30,"NOK",5.8479
2007-08-30,"NZD",1.4257
2007-08-30,"PLN",2.812
2007-08-30,"SEK",6.8943
2007-08-30,"SGD",1.5254
2007-08-30,"SKK",24.791
2007-08-30,"ZAR",7.1956
2007-08-30,"EUR",0.73475
2007-08-30,"TRY",1.3184
2007-08-30,"CNY",7.5408
2007-08-30,"HRK",5.3793
2007-08-30,"IDR",9420.3
2007-08-30,"MYR",3.504
2007-08-30,"PHP",46.8
2007-08-30,"RUB",25.663
2007-08-30,"THB",32.582
2007-08-30,"RON",2.3965
2007-08-31,"USD",1
2007-08-31,"AUD",1.2179
2007-08-31,"BGN",1.4271
2007-08-31,"CAD",1.0541
2007-08-31,"CHF",1.2004
2007-08-31,"CYP",0.42627
2007-08-31,"CZK",20.231
2007-08-31,"DKK",5.4353
2007-08-31,"EEK",11.417
2007-08-31,"GBP",0.49467
2007-08-31,"HKD",7.7979
2007-08-31,"HUF",185.27
2007-08-31,"ISK",62.868
2007-08-31,"JPY",116.2
2007-08-31,"KRW",938.27
2007-08-31,"LTL",2.5194
2007-08-31,"LVL",0.5093
2007-08-31,"MTL",0.31324
2007-08-31,"NOK",5.7964
2007-08-31,"NZD",1.4117
2007-08-31,"PLN",2.7845
2007-08-31,"SEK",6.8341
2007-08-31,"SGD",1.5212
2007-08-31,"SKK",24.582
2007-08-31,"ZAR",7.1354
2007-08-31,"EUR",0.72966
2007-08-31,"TRY",1.3
2007-08-31,"CNY",7.5447
2007-08-31,"HRK",5.3416
2007-08-31,"IDR",9390
2007-08-31,"MYR",3.5015
2007-08-31,"PHP",46.54
2007-08-31,"RUB",25.587
2007-08-31,"THB",32.49
2007-08-31,"RON",2.3835
2007-09-01,"USD",1
2007-09-01,"AUD",1.2179
2007-09-01,"BGN",1.4271
2007-09-01,"CAD",1.0541
2007-09-01,"CHF",1.2004
2007-09-01,"CYP",0.42627
2007-09-01,"CZK",20.231
2007-09-01,"DKK",5.4353
2007-09-01,"EEK",11.417
2007-09-01,"GBP",0.49467
2007-09-01,"HKD",7.7979
2007-09-01,"HUF",185.27
2007-09-01,"ISK",62.868
2007-09-01,"JPY",116.2
2007-09-01,"KRW",938.27
2007-09-01,"LTL",2.5194
2007-09-01,"LVL",0.5093
2007-09-01,"MTL",0.31324
2007-09-01,"NOK",5.7964
2007-09-01,"NZD",1.4117
2007-09-01,"PLN",2.7845
2007-09-01,"SEK",6.8341
2007-09-01,"SGD",1.5212
2007-09-01,"SKK",24.582
2007-09-01,"ZAR",7.1354
2007-09-01,"EUR",0.72966
2007-09-01,"TRY",1.3
2007-09-01,"CNY",7.5447
2007-09-01,"HRK",5.3416
2007-09-01,"IDR",9390
2007-09-01,"MYR",3.5015
2007-09-01,"PHP",46.54
2007-09-01,"RUB",25.587
2007-09-01,"THB",32.49
2007-09-01,"RON",2.3835
2007-09-02,"USD",1
2007-09-02,"AUD",1.2179
2007-09-02,"BGN",1.4271
2007-09-02,"CAD",1.0541
2007-09-02,"CHF",1.2004
2007-09-02,"CYP",0.42627
2007-09-02,"CZK",20.231
2007-09-02,"DKK",5.4353
2007-09-02,"EEK",11.417
2007-09-02,"GBP",0.49467
2007-09-02,"HKD",7.7979
2007-09-02,"HUF",185.27
2007-09-02,"ISK",62.868
2007-09-02,"JPY",116.2
2007-09-02,"KRW",938.27
2007-09-02,"LTL",2.5194
2007-09-02,"LVL",0.5093
2007-09-02,"MTL",0.31324
2007-09-02,"NOK",5.7964
2007-09-02,"NZD",1.4117
2007-09-02,"PLN",2.7845
2007-09-02,"SEK",6.8341
2007-09-02,"SGD",1.5212
2007-09-02,"SKK",24.582
2007-09-02,"ZAR",7.1354
2007-09-02,"EUR",0.72966
2007-09-02,"TRY",1.3
2007-09-02,"CNY",7.5447
2007-09-02,"HRK",5.3416
2007-09-02,"IDR",9390
2007-09-02,"MYR",3.5015
2007-09-02,"PHP",46.54
2007-09-02,"RUB",25.587
2007-09-02,"THB",32.49
2007-09-02,"RON",2.3835
2007-09-03,"USD",1
2007-09-03,"AUD",1.2171
2007-09-03,"BGN",1.4347
2007-09-03,"CAD",1.0536
2007-09-03,"CHF",1.2088
2007-09-03,"CYP",0.42855
2007-09-03,"CZK",20.298
2007-09-03,"DKK",5.464
2007-09-03,"EEK",11.478
2007-09-03,"GBP",0.49571
2007-09-03,"HKD",7.7942
2007-09-03,"HUF",187.04
2007-09-03,"ISK",64.018
2007-09-03,"JPY",115.8
2007-09-03,"KRW",937.35
2007-09-03,"LTL",2.5329
2007-09-03,"LVL",0.5121
2007-09-03,"MTL",0.31492
2007-09-03,"NOK",5.8183
2007-09-03,"NZD",1.4228
2007-09-03,"PLN",2.8022
2007-09-03,"SEK",6.8823
2007-09-03,"SGD",1.5229
2007-09-03,"SKK",24.741
2007-09-03,"ZAR",7.2153
2007-09-03,"EUR",0.73357
2007-09-03,"TRY",1.303
2007-09-03,"CNY",7.544
2007-09-03,"HRK",5.3696
2007-09-03,"IDR",9388.9
2007-09-03,"MYR",3.5025
2007-09-03,"PHP",46.57
2007-09-03,"RUB",25.604
2007-09-03,"THB",32.325
2007-09-03,"RON",2.3975
2007-09-04,"USD",1
2007-09-04,"AUD",1.2125
2007-09-04,"BGN",1.4402
2007-09-04,"CAD",1.0534
2007-09-04,"CHF",1.2125
2007-09-04,"CYP",0.43019
2007-09-04,"CZK",20.357
2007-09-04,"DKK",5.4851
2007-09-04,"EEK",11.522
2007-09-04,"GBP",0.4972
2007-09-04,"HKD",7.796
2007-09-04,"HUF",188.27
2007-09-04,"ISK",65.096
2007-09-04,"JPY",115.49
2007-09-04,"KRW",939.32
2007-09-04,"LTL",2.5426
2007-09-04,"LVL",0.51333
2007-09-04,"MTL",0.31613
2007-09-04,"NOK",5.8387
2007-09-04,"NZD",1.4297
2007-09-04,"PLN",2.8161
2007-09-04,"SEK",6.9138
