"date","currency","rate"
2011-08-20,"CZK",17.014
2011-08-20,"DKK",5.1781
2011-08-20,"GBP",0.60455
2011-08-20,"HKD",7.7998
2011-08-20,"HUF",189.19
2011-08-20,"JPY",76.469
2011-08-20,"KRW",1087
2011-08-20,"LTL",2.4003
2011-08-20,"LVL",0.49301
2011-08-20,"NOK",5.4623
2011-08-20,"NZD",1.2099
2011-08-20,"PLN",2.9005
2011-08-20,"SEK",6.4097
2011-08-20,"SGD",1.2092
2011-08-20,"ZAR",7.1797
2011-08-20,"EUR",0.69517
2011-08-20,"TRY",1.7866
2011-08-20,"CNY",6.396
2011-08-20,"HRK",5.1999
2011-08-20,"IDR",8565.2
2011-08-20,"MYR",2.9815
2011-08-20,"PHP",42.665
2011-08-20,"RUB",29.136
2011-08-20,"THB",29.82
2011-08-20,"RON",2.9668
2011-08-20,"BRL",1.5939
2011-08-20,"MXN",12.247
2011-08-20,"INR",45.75
2011-08-20,"ILS",3.5718
2011-08-21,"USD",1
2011-08-21,"AUD",0.95815
2011-08-21,"BGN",1.3596
2011-08-21,"CAD",0.98637
2011-08-21,"CHF",0.78832
2011-08-21,"CZK",17.014
2011-08-21,"DKK",5.1781
2011-08-21,"GBP",0.60455
2011-08-21,"HKD",7.7998
2011-08-21,"HUF",189.19
2011-08-21,"JPY",76.469
2011-08-21,"KRW",1087
2011-08-21,"LTL",2.4003
2011-08-21,"LVL",0.49301
2011-08-21,"NOK",5.4623
2011-08-21,"NZD",1.2099
2011-08-21,"PLN",2.9005
2011-08-21,"SEK",6.4097
2011-08-21,"SGD",1.2092
2011-08-21,"ZAR",7.1797
2011-08-21,"EUR",0.69517
2011-08-21,"TRY",1.7866
2011-08-21,"CNY",6.396
2011-08-21,"HRK",5.1999
2011-08-21,"IDR",8565.2
2011-08-21,"MYR",2.9815
2011-08-21,"PHP",42.665
2011-08-21,"RUB",29.136
2011-08-21,"THB",29.82
2011-08-21,"RON",2.9668
2011-08-21,"BRL",1.5939
2011-08-21,"MXN",12.247
2011-08-21,"INR",45.75
2011-08-21,"ILS",3.5718
2011-08-22,"USD",1
2011-08-22,"AUD",0.95615
2011-08-22,"BGN",1.357
2011-08-22,"CAD",0.98481
2011-08-22,"CHF",0.78686
2011-08-22,"CZK",16.994
2011-08-22,"DKK",5.1678
2011-08-22,"GBP",0.60615
2011-08-22,"HKD",7.7992
2011-08-22,"HUF",189.29
2011-08-22,"JPY",76.771
2011-08-22,"KRW",1080
2011-08-22,"LTL",2.3956
2011-08-22,"LVL",0.49226
2011-08-22,"NOK",5.4368
2011-08-22,"NZD",1.2105
2011-08-22,"PLN",2.9022
2011-08-22,"SEK",6.3417
2011-08-22,"SGD",1.2061
2011-08-22,"ZAR",7.1963
2011-08-22,"EUR",0.69382
2011-08-22,"TRY",1.788
2011-08-22,"CNY",6.3992
2011-08-22,"HRK",5.1931
2011-08-22,"IDR",8544.4
2011-08-22,"MYR",2.968
2011-08-22,"PHP",42.455
2011-08-22,"RUB",29.086
2011-08-22,"THB",29.84
2011-08-22,"RON",2.9581
2011-08-22,"BRL",1.5955
2011-08-22,"MXN",12.24
2011-08-22,"INR",45.665
2011-08-22,"ILS",3.5782
2011-08-23,"USD",1
2011-08-23,"AUD",0.95222
2011-08-23,"BGN",1.3524
2011-08-23,"CAD",0.98603
2011-08-23,"CHF",0.78896
2011-08-23,"CZK",16.884
2011-08-23,"DKK",5.1513
2011-08-23,"GBP",0.60573
2011-08-23,"HKD",7.7977
2011-08-23,"HUF",187.93
2011-08-23,"JPY",76.559
2011-08-23,"KRW",1077.6
2011-08-23,"LTL",2.3875
2011-08-23,"LVL",0.4906
2011-08-23,"NOK",5.399
2011-08-23,"NZD",1.2004
2011-08-23,"PLN",2.8695
2011-08-23,"SEK",6.2955
2011-08-23,"SGD",1.2041
2011-08-23,"ZAR",7.1788
2011-08-23,"EUR",0.69147
2011-08-23,"TRY",1.7828
2011-08-23,"CNY",6.397
2011-08-23,"HRK",5.168
2011-08-23,"IDR",8543.8
2011-08-23,"MYR",2.966
2011-08-23,"PHP",42.322
2011-08-23,"RUB",28.921
2011-08-23,"THB",29.83
2011-08-23,"RON",2.9439
2011-08-23,"BRL",1.5981
2011-08-23,"MXN",12.292
2011-08-23,"INR",45.625
2011-08-23,"ILS",3.5774
2011-08-24,"USD",1
2011-08-24,"AUD",0.95386
2011-08-24,"BGN",1.3551
2011-08-24,"CAD",0.98843
2011-08-24,"CHF",0.79006
2011-08-24,"CZK",16.967
2011-08-24,"DKK",5.1617
2011-08-24,"GBP",0.6077
2011-08-24,"HKD",7.796
2011-08-24,"HUF",188.49
2011-08-24,"JPY",76.568
2011-08-24,"KRW",1082.2
2011-08-24,"LTL",2.3923
2011-08-24,"LVL",0.49144
2011-08-24,"NOK",5.4337
2011-08-24,"NZD",1.2058
2011-08-24,"PLN",2.8799
2011-08-24,"SEK",6.3212
2011-08-24,"SGD",1.2056
2011-08-24,"ZAR",7.2119
2011-08-24,"EUR",0.69286
2011-08-24,"TRY",1.7782
2011-08-24,"CNY",6.3885
2011-08-24,"HRK",5.1724
2011-08-24,"IDR",8558.2
2011-08-24,"MYR",2.9755
2011-08-24,"PHP",42.393
2011-08-24,"RUB",28.928
2011-08-24,"THB",29.93
2011-08-24,"RON",2.9495
2011-08-24,"BRL",1.6027
2011-08-24,"MXN",12.431
2011-08-24,"INR",46.005
2011-08-24,"ILS",3.6055
2011-08-25,"USD",1
2011-08-25,"AUD",0.95327
2011-08-25,"BGN",1.3559
2011-08-25,"CAD",0.98579
2011-08-25,"CHF",0.79493
2011-08-25,"CZK",16.805
2011-08-25,"DKK",5.1647
2011-08-25,"GBP",0.61093
2011-08-25,"HKD",7.796
2011-08-25,"HUF",188.85
2011-08-25,"JPY",77.17
2011-08-25,"KRW",1084.2
2011-08-25,"LTL",2.3938
2011-08-25,"LVL",0.49196
2011-08-25,"NOK",5.3993
2011-08-25,"NZD",1.2018
2011-08-25,"PLN",2.8791
2011-08-25,"SEK",6.3158
2011-08-25,"SGD",1.208
2011-08-25,"ZAR",7.2123
2011-08-25,"EUR",0.69329
2011-08-25,"TRY",1.7607
2011-08-25,"CNY",6.39
2011-08-25,"HRK",5.1844
2011-08-25,"IDR",8595.4
2011-08-25,"MYR",2.99
2011-08-25,"PHP",42.511
2011-08-25,"RUB",28.838
2011-08-25,"THB",29.99
2011-08-25,"RON",2.9479
2011-08-25,"BRL",1.6135
2011-08-25,"MXN",12.438
2011-08-25,"INR",46.045
2011-08-25,"ILS",3.6065
2011-08-26,"USD",1
2011-08-26,"AUD",0.95313
2011-08-26,"BGN",1.358
2011-08-26,"CAD",0.98882
2011-08-26,"CHF",0.79558
2011-08-26,"CZK",16.78
2011-08-26,"DKK",5.1735
2011-08-26,"GBP",0.61495
2011-08-26,"HKD",7.7975
2011-08-26,"HUF",189.32
2011-08-26,"JPY",76.663
2011-08-26,"KRW",1081.7
2011-08-26,"LTL",2.3974
2011-08-26,"LVL",0.49271
2011-08-26,"NOK",5.3975
2011-08-26,"NZD",1.1986
2011-08-26,"PLN",2.899
2011-08-26,"SEK",6.3243
2011-08-26,"SGD",1.2067
2011-08-26,"ZAR",7.199
2011-08-26,"EUR",0.69435
2011-08-26,"TRY",1.755
2011-08-26,"CNY",6.3872
2011-08-26,"HRK",5.196
2011-08-26,"IDR",8568.3
2011-08-26,"MYR",2.9885
2011-08-26,"PHP",42.386
2011-08-26,"RUB",28.92
2011-08-26,"THB",29.98
2011-08-26,"RON",2.9472
2011-08-26,"BRL",1.6098
2011-08-26,"MXN",12.536
2011-08-26,"INR",46.155
2011-08-26,"ILS",3.6109
2011-08-27,"USD",1
2011-08-27,"AUD",0.95313
2011-08-27,"BGN",1.358
2011-08-27,"CAD",0.98882
2011-08-27,"CHF",0.79558
2011-08-27,"CZK",16.78
2011-08-27,"DKK",5.1735
2011-08-27,"GBP",0.61495
2011-08-27,"HKD",7.7975
2011-08-27,"HUF",189.32
2011-08-27,"JPY",76.663
2011-08-27,"KRW",1081.7
2011-08-27,"LTL",2.3974
2011-08-27,"LVL",0.49271
2011-08-27,"NOK",5.3975
2011-08-27,"NZD",1.1986
2011-08-27,"PLN",2.899
2011-08-27,"SEK",6.3243
2011-08-27,"SGD",1.2067
2011-08-27,"ZAR",7.199
2011-08-27,"EUR",0.69435
2011-08-27,"TRY",1.755
2011-08-27,"CNY",6.3872
2011-08-27,"HRK",5.196
2011-08-27,"IDR",8568.3
2011-08-27,"MYR",2.9885
2011-08-27,"PHP",42.386
2011-08-27,"RUB",28.92
2011-08-27,"THB",29.98
2011-08-27,"RON",2.9472
2011-08-27,"BRL",1.6098
2011-08-27,"MXN",12.536
2011-08-27,"INR",46.155
2011-08-27,"ILS",3.6109
2011-08-28,"USD",1
2011-08-28,"AUD",0.95313
2011-08-28,"BGN",1.358
2011-08-28,"CAD",0.98882
2011-08-28,"CHF",0.79558
2011-08-28,"CZK",16.78
2011-08-28,"DKK",5.1735
2011-08-28,"GBP",0.61495
2011-08-28,"HKD",7.7975
2011-08-28,"HUF",189.32
2011-08-28,"JPY",76.663
2011-08-28,"KRW",1081.7
2011-08-28,"LTL",2.3974
2011-08-28,"LVL",0.49271
2011-08-28,"NOK",5.3975
2011-08-28,"NZD",1.1986
2011-08-28,"PLN",2.899
2011-08-28,"SEK",6.3243
2011-08-28,"SGD",1.2067
2011-08-28,"ZAR",7.199
2011-08-28,"EUR",0.69435
2011-08-28,"TRY",1.755
2011-08-28,"CNY",6.3872
2011-08-28,"HRK",5.196
2011-08-28,"IDR",8568.3
2011-08-28,"MYR",2.9885
2011-08-28,"PHP",42.386
2011-08-28,"RUB",28.92
2011-08-28,"THB",29.98
2011-08-28,"RON",2.9472
2011-08-28,"BRL",1.6098
2011-08-28,"MXN",12.536
2011-08-28,"INR",46.155
2011-08-28,"ILS",3.6109
2011-08-29,"USD",1
2011-08-29,"AUD",0.94202
2011-08-29,"BGN",1.35
2011-08-29,"CAD",0.97722
2011-08-29,"CHF",0.81618
2011-08-29,"CZK",16.651
2011-08-29,"DKK",5.1431
2011-08-29,"GBP",0.61062
2011-08-29,"HKD",7.7953
2011-08-29,"HUF",188.13
2011-08-29,"JPY",76.655
2011-08-29,"KRW",1075
2011-08-29,"LTL",2.3834
2011-08-29,"LVL",0.48961
2011-08-29,"NOK",5.3662
2011-08-29,"NZD",1.1842
2011-08-29,"PLN",2.8689
2011-08-29,"SEK",6.2923
2011-08-29,"SGD",1.207
2011-08-29,"ZAR",7.0615
2011-08-29,"EUR",0.69027
2011-08-29,"TRY",1.7407
2011-08-29,"CNY",6.381
2011-08-29,"HRK",5.1591
2011-08-29,"IDR",8547.7
2011-08-29,"MYR",2.9815
2011-08-29,"PHP",42.463
2011-08-29,"RUB",28.84
2011-08-29,"THB",29.99
2011-08-29,"RON",2.9257
2011-08-29,"BRL",1.5975
2011-08-29,"MXN",12.42
2011-08-29,"INR",46.055
2011-08-29,"ILS",3.6027
2011-08-30,"USD",1
2011-08-30,"AUD",0.93987
2011-08-30,"BGN",1.358
2011-08-30,"CAD",0.9791
2011-08-30,"CHF",0.82176
2011-08-30,"CZK",16.732
2011-08-30,"DKK",5.1737
2011-08-30,"GBP",0.61356
2011-08-30,"HKD",7.7948
2011-08-30,"HUF",189.41
2011-08-30,"JPY",76.76
2011-08-30,"KRW",1074.5
2011-08-30,"LTL",2.3974
2011-08-30,"LVL",0.4925
2011-08-30,"NOK",5.3965
2011-08-30,"NZD",1.1789
2011-08-30,"PLN",2.887
2011-08-30,"SEK",6.3811
2011-08-30,"SGD",1.2081
2011-08-30,"ZAR",7.0817
2011-08-30,"EUR",0.69435
2011-08-30,"TRY",1.7384
2011-08-30,"CNY",6.3805
2011-08-30,"HRK",5.1923
2011-08-30,"IDR",8544
2011-08-30,"MYR",2.9815
2011-08-30,"PHP",42.316
2011-08-30,"RUB",29.024
2011-08-30,"THB",30.03
2011-08-30,"RON",2.9276
2011-08-30,"BRL",1.5979
2011-08-30,"MXN",12.515
2011-08-30,"INR",46.056
2011-08-30,"ILS",3.5789
2011-08-31,"USD",1
2011-08-31,"AUD",0.93626
2011-08-31,"BGN",1.3535
2011-08-31,"CAD",0.97862
2011-08-31,"CHF",0.80761
2011-08-31,"CZK",16.685
2011-08-31,"DKK",5.1565
2011-08-31,"GBP",0.61287
2011-08-31,"HKD",7.7938
2011-08-31,"HUF",188.24
2011-08-31,"JPY",76.505
2011-08-31,"KRW",1065.3
2011-08-31,"LTL",2.3895
2011-08-31,"LVL",0.49087
2011-08-31,"NOK",5.3561
2011-08-31,"NZD",1.1716
2011-08-31,"PLN",2.8707
2011-08-31,"SEK",6.3419
2011-08-31,"SGD",1.2027
2011-08-31,"ZAR",7.045
2011-08-31,"EUR",0.69204
2011-08-31,"TRY",1.7217
2011-08-31,"CNY",6.376
2011-08-31,"HRK",5.1798
2011-08-31,"IDR",8530.1
2011-08-31,"MYR",2.9703
2011-08-31,"PHP",42.242
2011-08-31,"RUB",28.918
2011-08-31,"THB",29.94
2011-08-31,"RON",2.9288
2011-08-31,"BRL",1.601
2011-08-31,"MXN",12.47
2011-08-31,"INR",46.069
2011-08-31,"ILS",3.5564
2011-09-01,"USD",1
2011-09-01,"AUD",0.93448
2011-09-01,"BGN",1.3691
2011-09-01,"CAD",0.97683
2011-09-01,"CHF",0.79923
2011-09-01,"CZK",16.909
2011-09-01,"DKK",5.2153
2011-09-01,"GBP",0.61687
2011-09-01,"HKD",7.7851
2011-09-01,"HUF",191.19
2011-09-01,"JPY",77.06
2011-09-01,"KRW",1063.6
2011-09-01,"LTL",2.4171
2011-09-01,"LVL",0.49653
2011-09-01,"NOK",5.3798
2011-09-01,"NZD",1.1756
2011-09-01,"PLN",2.9011
2011-09-01,"SEK",6.3675
2011-09-01,"SGD",1.2046
2011-09-01,"ZAR",7.0158
2011-09-01,"EUR",0.70004
2011-09-01,"TRY",1.721
2011-09-01,"CNY",6.38
2011-09-01,"HRK",5.2394
2011-09-01,"IDR",8513.1
2011-09-01,"MYR",2.967
2011-09-01,"PHP",42.354
2011-09-01,"RUB",28.991
2011-09-01,"THB",29.98
2011-09-01,"RON",2.9632
2011-09-01,"BRL",1.6027
2011-09-01,"MXN",12.345
2011-09-01,"INR",46.088
2011-09-01,"ILS",3.5754
2011-09-02,"USD",1
2011-09-02,"AUD",0.93497
2011-09-02,"BGN",1.372
2011-09-02,"CAD",0.97818
2011-09-02,"CHF",0.78092
2011-09-02,"CZK",17.049
2011-09-02,"DKK",5.226
2011-09-02,"GBP",0.61656
2011-09-02,"HKD",7.7874
2011-09-02,"HUF",193.22
2011-09-02,"JPY",76.857
2011-09-02,"KRW",1061.5
2011-09-02,"LTL",2.4222
2011-09-02,"LVL",0.49758
2011-09-02,"NOK",5.3851
2011-09-02,"NZD",1.1741
2011-09-02,"PLN",2.9338
2011-09-02,"SEK",6.4004
2011-09-02,"SGD",1.2036
2011-09-02,"ZAR",6.994
2011-09-02,"EUR",0.70151
2011-09-02,"TRY",1.7439
2011-09-02,"CNY",6.3821
2011-09-02,"HRK",5.2515
2011-09-02,"IDR",8531.7
2011-09-02,"MYR",2.9674
2011-09-02,"PHP",42.148
2011-09-02,"RUB",29.078
2011-09-02,"THB",29.92
2011-09-02,"RON",2.9747
2011-09-02,"BRL",1.6254
2011-09-02,"MXN",12.338
2011-09-02,"INR",45.787
2011-09-02,"ILS",3.5992
2011-09-03,"USD",1
2011-09-03,"AUD",0.93497
2011-09-03,"BGN",1.372
2011-09-03,"CAD",0.97818
2011-09-03,"CHF",0.78092
2011-09-03,"CZK",17.049
2011-09-03,"DKK",5.226
2011-09-03,"GBP",0.61656
2011-09-03,"HKD",7.7874
2011-09-03,"HUF",193.22
2011-09-03,"JPY",76.857
2011-09-03,"KRW",1061.5
2011-09-03,"LTL",2.4222
2011-09-03,"LVL",0.49758
2011-09-03,"NOK",5.3851
2011-09-03,"NZD",1.1741
2011-09-03,"PLN",2.9338
2011-09-03,"SEK",6.4004
2011-09-03,"SGD",1.2036
2011-09-03,"ZAR",6.994
2011-09-03,"EUR",0.70151
2011-09-03,"TRY",1.7439
2011-09-03,"CNY",6.3821
2011-09-03,"HRK",5.2515
2011-09-03,"IDR",8531.7
2011-09-03,"MYR",2.9674
2011-09-03,"PHP",42.148
2011-09-03,"RUB",29.078
2011-09-03,"THB",29.92
2011-09-03,"RON",2.9747
2011-09-03,"BRL",1.6254
2011-09-03,"MXN",12.338
2011-09-03,"INR",45.787
2011-09-03,"ILS",3.5992
2011-09-04,"USD",1
2011-09-04,"AUD",0.93497
2011-09-04,"BGN",1.372
2011-09-04,"CAD",0.97818
2011-09-04,"CHF",0.78092
2011-09-04,"CZK",17.049
2011-09-04,"DKK",5.226
2011-09-04,"GBP",0.61656
2011-09-04,"HKD",7.7874
2011-09-04,"HUF",193.22
2011-09-04,"JPY",76.857
2011-09-04,"KRW",1061.5
2011-09-04,"LTL",2.4222
2011-09-04,"LVL",0.49758
2011-09-04,"NOK",5.3851
2011-09-04,"NZD",1.1741
2011-09-04,"PLN",2.9338
2011-09-04,"SEK",6.4004
2011-09-04,"SGD",1.2036
2011-09-04,"ZAR",6.994
2011-09-04,"EUR",0.70151
2011-09-04,"TRY",1.7439
2011-09-04,"CNY",6.3821
2011-09-04,"HRK",5.2515
2011-09-04,"IDR",8531.7
2011-09-04,"MYR",2.9674
2011-09-04,"PHP",42.148
2011-09-04,"RUB",29.078
2011-09-04,"THB",29.92
2011-09-04,"RON",2.9747
2011-09-04,"BRL",1.6254
2011-09-04,"MXN",12.338
2011-09-04,"INR",45.787
2011-09-04,"ILS",3.5992
2011-09-05,"USD",1
2011-09-05,"AUD",0.94655
2011-09-05,"BGN",1.3845
2011-09-05,"CAD",0.98881
2011-09-05,"CHF",0.78656
2011-09-05,"CZK",17.317
2011-09-05,"DKK",5.2733
2011-09-05,"GBP",0.6195
2011-09-05,"HKD",7.7906
2011-09-05,"HUF",196.53
2011-09-05,"JPY",76.851
2011-09-05,"KRW",1069.2
2011-09-05,"LTL",2.4443
2011-09-05,"LVL",0.50212
2011-09-05,"NOK",5.4315
2011-09-05,"NZD",1.195
2011-09-05,"PLN",2.9772
2011-09-05,"SEK",6.4403
2011-09-05,"SGD",1.2068
2011-09-05,"ZAR",7.1082
2011-09-05,"EUR",0.70791
2011-09-05,"TRY",1.762
2011-09-05,"CNY",6.3855
2011-09-05,"HRK",5.3065
2011-09-05,"IDR",8537.4
2011-09-05,"MYR",2.9815
2011-09-05,"PHP",42.231
2011-09-05,"RUB",29.441
2011-09-05,"THB",29.93
2011-09-05,"RON",3.0067
2011-09-05,"BRL",1.6528
2011-09-05,"MXN",12.548
2011-09-05,"INR",45.998
2011-09-05,"ILS",3.6326
2011-09-06,"USD",1
2011-09-06,"AUD",0.9473
2011-09-06,"BGN",1.3872
2011-09-06,"CAD",0.99241
2011-09-06,"CHF",0.85368
2011-09-06,"CZK",17.342
2011-09-06,"DKK",5.2835
2011-09-06,"GBP",0.6221
2011-09-06,"HKD",7.7935
2011-09-06,"HUF",196.63
2011-09-06,"JPY",77.374
2011-09-06,"KRW",1074.5
2011-09-06,"LTL",2.449
2011-09-06,"LVL",0.50309
2011-09-06,"NOK",5.388
2011-09-06,"NZD",1.2038
2011-09-06,"PLN",3.002
2011-09-06,"SEK",6.4464
2011-09-06,"SGD",1.2084
2011-09-06,"ZAR",7.1338
2011-09-06,"EUR",0.70927
2011-09-06,"TRY",1.77
2011-09-06,"CNY",6.3905
2011-09-06,"HRK",5.3103
2011-09-06,"IDR",8559.5
2011-09-06,"MYR",2.983
2011-09-06,"PHP",42.318
2011-09-06,"RUB",29.581
2011-09-06,"THB",29.915
2011-09-06,"RON",3.0172
2011-09-06,"BRL",1.6461
2011-09-06,"MXN",12.537
2011-09-06,"INR",45.985
2011-09-06,"ILS",3.6693
2011-09-07,"USD",1
2011-09-07,"AUD",0.94201
2011-09-07,"BGN",1.3934
2011-09-07,"CAD",0.98867
2011-09-07,"CHF",0.85865
2011-09-07,"CZK",17.424
2011-09-07,"DKK",5.3061
2011-09-07,"GBP",0.62553
2011-09-07,"HKD",7.7942
2011-09-07,"HUF",196.89
2011-09-07,"JPY",77.216
2011-09-07,"KRW",1071.5
2011-09-07,"LTL",2.46
2011-09-07,"LVL",0.5052
2011-09-07,"NOK",5.3737
2011-09-07,"NZD",1.205
2011-09-07,"PLN",3.0056
2011-09-07,"SEK",6.3928
2011-09-07,"SGD",1.2096
2011-09-07,"ZAR",7.1466
2011-09-07,"EUR",0.71245
2011-09-07,"TRY",1.756
2011-09-07,"CNY",6.395
2011-09-07,"HRK",5.3379
2011-09-07,"IDR",8560.8
2011-09-07,"MYR",2.9875
2011-09-07,"PHP",42.325
2011-09-07,"RUB",29.545
2011-09-07,"THB",29.99
2011-09-07,"RON",3.0178
2011-09-07,"BRL",1.6568
2011-09-07,"MXN",12.451
2011-09-07,"INR",46.165
2011-09-07,"ILS",3.6773
2011-09-08,"USD",1
2011-09-08,"AUD",0.94076
2011-09-08,"BGN",1.3926
2011-09-08,"CAD",0.98441
2011-09-08,"CHF",0.86407
2011-09-08,"CZK",17.378
2011-09-08,"DKK",5.3032
2011-09-08,"GBP",0.62425
2011-09-08,"HKD",7.7955
2011-09-08,"HUF",197.2
2011-09-08,"JPY",77.193
2011-09-08,"KRW",1074.7
2011-09-08,"LTL",2.4586
2011-09-08,"LVL",0.50491
2011-09-08,"NOK",5.382
2011-09-08,"NZD",1.1973
2011-09-08,"PLN",3.0172
2011-09-08,"SEK",6.3768
2011-09-08,"SGD",1.2109
2011-09-08,"ZAR",7.1703
2011-09-08,"EUR",0.71205
2011-09-08,"TRY",1.7669
2011-09-08,"CNY",6.382
2011-09-08,"HRK",5.3322
2011-09-08,"IDR",8561.7
2011-09-08,"MYR",2.9945
2011-09-08,"PHP",42.419
2011-09-08,"RUB",29.561
2011-09-08,"THB",30.02
2011-09-08,"RON",3.0273
2011-09-08,"BRL",1.6534
2011-09-08,"MXN",12.483
2011-09-08,"INR",46.195
2011-09-08,"ILS",3.6882
2011-09-09,"USD",1
2011-09-09,"AUD",0.94992
2011-09-09,"BGN",1.4155
2011-09-09,"CAD",0.99283
2011-09-09,"CHF",0.88044
2011-09-09,"CZK",17.681
2011-09-09,"DKK",5.39
2011-09-09,"GBP",0.62669
2011-09-09,"HKD",7.7947
2011-09-09,"HUF",202.7
2011-09-09,"JPY",77.788
2011-09-09,"KRW",1077.4
2011-09-09,"LTL",2.499
2011-09-09,"LVL",0.51343
2011-09-09,"NOK",5.4509
2011-09-09,"NZD",1.2061
2011-09-09,"PLN",3.1145
2011-09-09,"SEK",6.4374
2011-09-09,"SGD",1.224
2011-09-09,"ZAR",7.2396
2011-09-09,"EUR",0.72375
2011-09-09,"TRY",1.7777
2011-09-09,"CNY",6.3882
2011-09-09,"HRK",5.4224
2011-09-09,"IDR",8601
2011-09-09,"MYR",3.006
2011-09-09,"PHP",42.636
2011-09-09,"RUB",29.817
2011-09-09,"THB",30.08
2011-09-09,"RON",3.0832
2011-09-09,"BRL",1.668
2011-09-09,"MXN",12.601
2011-09-09,"INR",46.562
2011-09-09,"ILS",3.6908
2011-09-10,"USD",1
2011-09-10,"AUD",0.94992
2011-09-10,"BGN",1.4155
2011-09-10,"CAD",0.99283
2011-09-10,"CHF",0.88044
2011-09-10,"CZK",17.681
2011-09-10,"DKK",5.39
2011-09-10,"GBP",0.62669
2011-09-10,"HKD",7.7947
2011-09-10,"HUF",202.7
2011-09-10,"JPY",77.788
2011-09-10,"KRW",1077.4
2011-09-10,"LTL",2.499
2011-09-10,"LVL",0.51343
2011-09-10,"NOK",5.4509
2011-09-10,"NZD",1.2061
2011-09-10,"PLN",3.1145
2011-09-10,"SEK",6.4374
2011-09-10,"SGD",1.224
2011-09-10,"ZAR",7.2396
2011-09-10,"EUR",0.72375
2011-09-10,"TRY",1.7777
2011-09-10,"CNY",6.3882
2011-09-10,"HRK",5.4224
2011-09-10,"IDR",8601
2011-09-10,"MYR",3.006
2011-09-10,"PHP",42.636
2011-09-10,"RUB",29.817
2011-09-10,"THB",30.08
2011-09-10,"RON",3.0832
2011-09-10,"BRL",1.668
2011-09-10,"MXN",12.601
2011-09-10,"INR",46.562
2011-09-10,"ILS",3.6908
2011-09-11,"USD",1
2011-09-11,"AUD",0.94992
2011-09-11,"BGN",1.4155
2011-09-11,"CAD",0.99283
2011-09-11,"CHF",0.88044
2011-09-11,"CZK",17.681
2011-09-11,"DKK",5.39
2011-09-11,"GBP",0.62669
2011-09-11,"HKD",7.7947
2011-09-11,"HUF",202.7
2011-09-11,"JPY",77.788
2011-09-11,"KRW",1077.4
2011-09-11,"LTL",2.499
2011-09-11,"LVL",0.51343
2011-09-11,"NOK",5.4509
2011-09-11,"NZD",1.2061
2011-09-11,"PLN",3.1145
2011-09-11,"SEK",6.4374
2011-09-11,"SGD",1.224
2011-09-11,"ZAR",7.2396
2011-09-11,"EUR",0.72375
2011-09-11,"TRY",1.7777
2011-09-11,"CNY",6.3882
2011-09-11,"HRK",5.4224
2011-09-11,"IDR",8601
2011-09-11,"MYR",3.006
2011-09-11,"PHP",42.636
2011-09-11,"RUB",29.817
2011-09-11,"THB",30.08
2011-09-11,"RON",3.0832
2011-09-11,"BRL",1.668
2011-09-11,"MXN",12.601
2011-09-11,"INR",46.562
2011-09-11,"ILS",3.6908
2011-09-12,"USD",1
2011-09-12,"AUD",0.96844
2011-09-12,"BGN",1.4322
2011-09-12,"CAD",1.0009
2011-09-12,"CHF",0.88276
2011-09-12,"CZK",17.957
2011-09-12,"DKK",5.4534
2011-09-12,"GBP",0.62987
2011-09-12,"HKD",7.8017
2011-09-12,"HUF",206.91
2011-09-12,"JPY",77.124
2011-09-12,"KRW",1077.8
2011-09-12,"LTL",2.5284
2011-09-12,"LVL",0.51926
2011-09-12,"NOK",5.5584
2011-09-12,"NZD",1.2198
2011-09-12,"PLN",3.1658
2011-09-12,"SEK",6.5836
2011-09-12,"SGD",1.2333
2011-09-12,"ZAR",7.3484
2011-09-12,"EUR",0.73228
2011-09-12,"TRY",1.793
2011-09-12,"CNY",6.4033
2011-09-12,"HRK",5.4855
2011-09-12,"IDR",8621.1
2011-09-12,"MYR",3.0355
2011-09-12,"PHP",42.841
2011-09-12,"RUB",30.28
2011-09-12,"THB",30.14
2011-09-12,"RON",3.1358
2011-09-12,"BRL",1.6881
2011-09-12,"MXN",12.753
2011-09-12,"INR",47.23
2011-09-12,"ILS",3.7299
2011-09-13,"USD",1
2011-09-13,"AUD",0.96841
2011-09-13,"BGN",1.4333
2011-09-13,"CAD",0.99267
2011-09-13,"CHF",0.88215
2011-09-13,"CZK",17.993
2011-09-13,"DKK",5.4581
2011-09-13,"GBP",0.63258
2011-09-13,"HKD",7.8036
2011-09-13,"HUF",207.83
2011-09-13,"JPY",76.959
2011-09-13,"KRW",1104
2011-09-13,"LTL",2.5305
2011-09-13,"LVL",0.51982
2011-09-13,"NOK",5.6632
2011-09-13,"NZD",1.2134
2011-09-13,"PLN",3.1762
2011-09-13,"SEK",6.6882
2011-09-13,"SGD",1.2439
2011-09-13,"ZAR",7.339
2011-09-13,"EUR",0.73287
2011-09-13,"TRY",1.7794
2011-09-13,"CNY",6.3991
2011-09-13,"HRK",5.4938
2011-09-13,"IDR",8708
2011-09-13,"MYR",3.0665
2011-09-13,"PHP",43.01
2011-09-13,"RUB",30.228
2011-09-13,"THB",30.21
2011-09-13,"RON",3.1369
2011-09-13,"BRL",1.7127
2011-09-13,"MXN",12.838
2011-09-13,"INR",47.595
2011-09-13,"ILS",3.7156
2011-09-14,"USD",1
2011-09-14,"AUD",0.97611
2011-09-14,"BGN",1.4246
2011-09-14,"CAD",0.98937
